order_day_index,ship_delay_days,Ship Mode,Segment,State,Sub-Category,Sales,Quantity,Discount,Profit,Order Date
616,7,Standard Class,Home Office,New Jersey,Labels,31.05,3,0.0,14.904,2015-09-11
616,7,Standard Class,Home Office,New Jersey,Furnishings,8.92,4,0.0,3.9248,2015-09-11
616,7,Standard Class,Home Office,New Jersey,Binders,209.6,4,0.0,96.416,2015-09-11
616,7,Standard Class,Home Office,New Jersey,Appliances,111.04,4,0.0,29.9808,2015-09-11
616,7,Standard Class,Home Office,New Jersey,Paper,38.88,6,0.0,18.6624,2015-09-11
716,6,Standard Class,Consumer,Virginia,Appliances,36.27,3,0.0,10.881,2015-12-20
260,3,First Class,Consumer,Illinois,Bookcases,493.43,5,0.3,-70.49,2014-09-20
260,3,First Class,Consumer,Illinois,Phones,11.12,2,0.2,3.475,2014-09-20
1036,4,Standard Class,Consumer,California,Machines,686.4,2,0.2,77.22,2016-11-04
280,0,Same Day,Consumer,Ohio,Machines,101.994,2,0.7,-71.3958,2014-10-10
280,0,Same Day,Consumer,Ohio,Binders,18.264,2,0.7,-13.3936,2014-10-10
953,6,Standard Class,Consumer,Texas,Supplies,185.376,2,0.2,-34.758,2016-08-13
953,6,Standard Class,Consumer,Texas,Appliances,58.924,1,0.8,-153.2024,2016-08-13
444,2,First Class,Corporate,California,Paper,192.72,11,0.0,92.5056,2015-03-23
444,2,First Class,Corporate,California,Accessories,239.97,3,0.0,86.3892,2015-03-23
909,3,Second Class,Home Office,Illinois,Accessories,50.12,7,0.2,-0.6265,2016-06-30
234,5,Standard Class,Corporate,Ohio,Binders,6.528,4,0.7,-4.5696,2014-08-25
234,5,Standard Class,Corporate,Ohio,Binders,2.862,3,0.7,-2.2896,2014-08-25
234,5,Standard Class,Corporate,Ohio,Binders,20.856,8,0.7,-16.6848,2014-08-25
205,3,Second Class,Corporate,California,Storage,276.28,2,0.0,0.0,2014-07-27
1018,4,Second Class,Home Office,Missouri,Phones,449.97,3,0.0,220.4853,2016-10-17
1018,4,Second Class,Home Office,Missouri,Appliances,1927.59,7,0.0,751.7601,2016-10-17
987,2,First Class,Home Office,Georgia,Chairs,121.78,2,0.0,30.445,2016-09-16
697,5,Standard Class,Home Office,California,Chairs,2676.672,9,0.2,267.6672,2015-12-01
214,7,Standard Class,Consumer,Texas,Tables,489.23,2,0.3,41.934,2014-08-05
955,7,Standard Class,Consumer,California,Furnishings,312.03,3,0.0,43.6842,2016-08-15
955,7,Standard Class,Consumer,California,Storage,17.94,3,0.0,3.0498,2016-08-15
955,7,Standard Class,Consumer,California,Phones,165.6,3,0.2,10.35,2016-08-15
955,7,Standard Class,Consumer,California,Paper,37.52,4,0.0,18.0096,2016-08-15
581,2,Second Class,Corporate,Virginia,Phones,494.97,3,0.0,148.491,2015-08-07
581,2,Second Class,Corporate,Virginia,Labels,25.06,2,0.0,11.7782,2015-08-07
879,4,Standard Class,Consumer,Illinois,Furnishings,32.064,3,0.6,-12.8256,2016-05-31
879,4,Standard Class,Consumer,Illinois,Paper,18.496,4,0.2,6.7048,2016-05-31
879,4,Standard Class,Consumer,Illinois,Chairs,191.079,3,0.3,-38.2158,2016-05-31
879,4,Standard Class,Consumer,Illinois,Paper,10.368,2,0.2,3.6288,2016-05-31
910,0,Same Day,Home Office,New York,Labels,30.53,1,0.0,14.0438,2016-07-01
910,0,Same Day,Home Office,New York,Accessories,30.84,3,0.0,6.168,2016-07-01
910,0,Same Day,Home Office,New York,Paper,75.06,9,0.0,33.777,2016-07-01
1080,2,First Class,Corporate,California,Phones,66.976,7,0.2,6.6976,2016-12-18
388,6,Standard Class,Corporate,California,Paper,182.72,8,0.0,84.0512,2015-01-26
857,4,Standard Class,Corporate,Texas,Storage,856.656,6,0.2,107.082,2016-05-09
857,4,Standard Class,Corporate,Texas,Binders,13.184,4,0.8,-20.4352,2016-05-09
857,4,Standard Class,Corporate,Texas,Appliances,48.784,4,0.8,-131.7168,2016-05-09
857,4,Standard Class,Corporate,Texas,Paper,76.64,2,0.2,26.824,2016-05-09
857,4,Standard Class,Corporate,Texas,Binders,18.528,6,0.8,-27.792,2016-05-09
89,6,Standard Class,Corporate,Virginia,Furnishings,177.68,2,0.0,46.1968,2014-04-02
115,5,Standard Class,Corporate,New York,Accessories,159.98,2,0.0,57.5928,2014-04-28
1005,4,Standard Class,Corporate,Florida,Phones,52.68,3,0.2,19.755,2016-10-04
1005,4,Standard Class,Corporate,Florida,Furnishings,11.568,3,0.2,2.6028,2016-10-04
757,4,Standard Class,Consumer,Illinois,Phones,1439.968,4,0.2,143.9968,2016-01-30
757,4,Standard Class,Consumer,Illinois,Binders,1.728,3,0.8,-2.6784,2016-01-30
757,4,Standard Class,Consumer,Illinois,Tables,626.1,3,0.5,-538.446,2016-01-30
632,2,Second Class,Corporate,Washington,Art,99.2,5,0.0,25.792,2015-09-27
465,4,Standard Class,Consumer,Texas,Tables,609.98,4,0.3,-113.282,2015-04-13
465,4,Standard Class,Consumer,Texas,Tables,211.372,2,0.3,-45.294,2015-04-13
465,4,Standard Class,Consumer,Texas,Phones,239.976,3,0.2,17.9982,2015-04-13
801,5,Standard Class,Corporate,Wisconsin,Furnishings,16.74,2,0.0,4.3524,2016-03-14
713,2,Second Class,Consumer,California,Art,204.85,5,0.0,53.261,2015-12-17
713,2,Second Class,Consumer,California,Phones,135.984,2,0.2,16.998,2015-12-17
713,2,Second Class,Consumer,California,Art,16.4,5,0.0,7.052,2015-12-17
713,2,Second Class,Consumer,California,Binders,92.96,2,0.2,31.374,2015-12-17
231,2,Second Class,Consumer,Florida,Supplies,7.632,3,0.2,-1.8126,2014-08-22
1035,2,First Class,Consumer,Oregon,Binders,4.158,7,0.7,-3.465,2016-11-03
1035,2,First Class,Consumer,Oregon,Machines,179.991,3,0.7,-251.9874,2016-11-03
338,1,First Class,Home Office,California,Paper,164.88,3,0.0,80.7912,2014-12-07
316,2,Second Class,Corporate,California,Supplies,10.95,3,0.0,3.285,2014-11-15
355,2,First Class,Consumer,California,Appliances,13.97,1,0.0,3.6322,2014-12-24
217,2,Second Class,Consumer,Florida,Bookcases,155.456,4,0.2,-7.7728,2014-08-08
260,4,Standard Class,Corporate,California,Paper,8.56,2,0.0,3.852,2014-09-20
1037,2,First Class,Consumer,Virginia,Furnishings,273.96,2,0.0,71.2296,2016-11-05
1037,2,First Class,Consumer,Virginia,Accessories,89.97,3,0.0,18.8937,2016-11-05
1037,2,First Class,Consumer,Virginia,Furnishings,756.8,5,0.0,75.68,2016-11-05
1035,4,Standard Class,Home Office,Pennsylvania,Accessories,72.0,1,0.2,14.4,2016-11-03
1035,4,Standard Class,Home Office,Pennsylvania,Chairs,470.155,7,0.3,-13.433,2016-11-03
361,2,First Class,Consumer,Tennessee,Storage,39.128,1,0.2,-8.8038,2014-12-30
320,2,First Class,Consumer,Pennsylvania,Accessories,47.496,1,0.2,-1.1874,2014-11-19
304,2,Second Class,Corporate,New Jersey,Binders,5.76,2,0.0,2.8224,2014-11-03
654,5,Second Class,Consumer,Texas,Binders,1.72,1,0.8,-2.838,2015-10-19
34,4,Second Class,Consumer,Illinois,Binders,8.952,2,0.8,-14.7708,2014-02-06
793,6,Standard Class,Consumer,Illinois,Appliances,2.334,3,0.8,-6.3018,2016-03-06
793,6,Standard Class,Consumer,Illinois,Binders,1.728,4,0.8,-2.7648,2016-03-06
793,6,Standard Class,Consumer,Illinois,Furnishings,159.04,5,0.6,-194.824,2016-03-06
793,6,Standard Class,Consumer,Illinois,Tables,145.98,2,0.5,-99.2664,2016-03-06
699,4,Standard Class,Consumer,North Carolina,Furnishings,77.952,3,0.2,12.6672,2015-12-03
699,4,Standard Class,Consumer,North Carolina,Binders,95.97,5,0.7,-73.577,2015-12-03
699,4,Standard Class,Consumer,North Carolina,Phones,105.584,2,0.2,9.2386,2015-12-03
699,4,Standard Class,Consumer,North Carolina,Art,9.344,2,0.2,1.168,2015-12-03
720,6,Standard Class,Corporate,Missouri,Furnishings,9.68,2,0.0,3.7752,2015-12-24
720,6,Standard Class,Corporate,Missouri,Copiers,4899.93,7,0.0,2302.9671,2015-12-24
224,2,First Class,Consumer,Florida,Paper,91.36,5,0.2,29.692,2014-08-15
224,2,First Class,Consumer,Florida,Appliances,152.24,5,0.2,17.127,2014-08-15
170,0,Same Day,Consumer,Arizona,Binders,8.226,3,0.7,-6.0324,2014-06-22
333,7,Standard Class,Corporate,Georgia,Accessories,5.95,1,0.0,0.833,2014-12-02
333,7,Standard Class,Corporate,Georgia,Paper,15.24,3,0.0,7.1628,2014-12-02
457,1,Same Day,Consumer,Washington,Accessories,239.94,6,0.0,26.3934,2015-04-05
457,1,Same Day,Consumer,Washington,Art,23.84,8,0.0,6.4368,2015-04-05
716,1,First Class,Home Office,Texas,Accessories,100.8,2,0.2,21.42,2015-12-20
779,1,First Class,Corporate,New York,Furnishings,135.8,7,0.0,66.542,2016-02-21
1079,6,Standard Class,Corporate,New Mexico,Binders,13.488,2,0.2,4.3836,2016-12-17
1079,6,Standard Class,Corporate,New Mexico,Binders,11.416,1,0.2,3.8529,2016-12-17
813,2,Second Class,Consumer,Idaho,Paper,17.64,3,0.0,8.6436,2016-03-26
813,2,Second Class,Consumer,Idaho,Binders,17.04,3,0.2,5.538,2016-03-26
347,2,Second Class,Consumer,Virginia,Accessories,99.98,2,0.0,7.9984,2014-12-16
347,2,Second Class,Consumer,Virginia,Furnishings,29.46,6,0.0,9.7218,2014-12-16
681,5,Standard Class,Corporate,Ohio,Binders,166.92,13,0.7,-116.844,2015-11-15
962,1,First Class,Home Office,Colorado,Furnishings,98.328,3,0.2,9.8328,2016-08-22
542,3,First Class,Consumer,New York,Chairs,117.882,1,0.1,1.3098,2015-06-29
905,6,Standard Class,Corporate,New York,Accessories,20.97,3,0.0,9.0171,2016-06-26
905,6,Standard Class,Corporate,New York,Accessories,139.96,4,0.0,9.7972,2016-06-26
905,6,Standard Class,Corporate,New York,Furnishings,37.74,3,0.0,12.8316,2016-06-26
988,5,Standard Class,Consumer,Massachusetts,Furnishings,14.82,3,0.0,6.2244,2016-09-17
988,5,Standard Class,Consumer,Massachusetts,Furnishings,191.82,3,0.0,61.3824,2016-09-17
196,5,Standard Class,Consumer,New York,Binders,13.904,2,0.2,4.5188,2014-07-18
242,5,Standard Class,Consumer,Arkansas,Binders,1793.98,2,0.0,843.1706,2014-09-02
636,4,Standard Class,Consumer,Illinois,Binders,2.992,4,0.8,-4.488,2015-10-01
636,4,Standard Class,Consumer,Illinois,Accessories,108.768,4,0.2,2.7192,2015-10-01
459,3,First Class,Consumer,New York,Paper,25.92,4,0.0,12.4416,2015-04-07
459,3,First Class,Consumer,New York,Storage,22.58,2,0.0,5.8708,2015-04-07
1079,4,Standard Class,Consumer,Michigan,Binders,9892.74,13,0.0,4946.37,2016-12-17
259,5,Standard Class,Corporate,Arizona,Tables,73.915,1,0.5,-45.8273,2014-09-19
268,5,Standard Class,Consumer,Florida,Furnishings,337.088,4,0.2,16.8544,2014-09-28
627,4,Second Class,Corporate,California,Appliances,61.44,3,0.0,16.5888,2015-09-22
1039,6,Standard Class,Corporate,California,Accessories,479.97,3,0.0,163.1898,2016-11-07
261,4,Standard Class,Home Office,New York,Art,66.03,3,0.0,17.1678,2014-09-21
500,4,Standard Class,Corporate,California,Paper,10.86,2,0.0,5.3214,2015-05-18
82,5,Second Class,Corporate,California,Art,3.36,2,0.0,0.84,2014-03-26
82,5,Second Class,Corporate,California,Binders,27.936,4,0.2,9.4284,2014-03-26
82,5,Second Class,Corporate,California,Phones,28.784,2,0.2,2.8784,2014-03-26
617,5,Second Class,Consumer,Washington,Accessories,21.98,2,0.0,8.5722,2015-09-12
668,2,First Class,Home Office,New York,Chairs,2621.322,11,0.1,553.3902,2015-11-02
655,4,Standard Class,Consumer,California,Furnishings,74.76,7,0.0,23.9232,2015-10-20
655,4,Standard Class,Consumer,California,Tables,364.776,3,0.2,27.3582,2015-10-20
893,4,Standard Class,Corporate,Washington,Tables,1115.17,7,0.0,334.551,2016-06-14
686,1,First Class,Corporate,California,Binders,89.696,4,0.2,33.636,2015-11-20
686,1,First Class,Corporate,California,Labels,50.12,4,0.0,23.5564,2015-11-20
786,7,Standard Class,Corporate,New York,Fasteners,36.48,6,0.0,18.24,2016-02-28
284,6,Standard Class,Consumer,Illinois,Paper,322.192,13,0.2,100.685,2014-10-14
284,6,Standard Class,Consumer,Illinois,Binders,2.946,3,0.8,-4.8609,2014-10-14
284,6,Standard Class,Consumer,Illinois,Paper,19.136,4,0.2,6.9368,2014-10-14
762,6,Standard Class,Consumer,Maryland,Phones,90.48,2,0.0,23.5248,2016-02-04
973,3,Second Class,Consumer,Washington,Chairs,215.976,3,0.2,-2.6997,2016-09-02
973,3,Second Class,Consumer,Washington,Envelopes,65.94,3,0.0,30.9918,2016-09-02
525,4,Standard Class,Home Office,Indiana,Storage,24.56,2,0.0,6.8768,2015-06-12
975,4,Standard Class,Consumer,Missouri,Envelopes,16.56,2,0.0,7.7832,2016-09-04
975,4,Standard Class,Consumer,Missouri,Accessories,279.95,5,0.0,67.188,2016-09-04
108,5,Standard Class,Corporate,Kentucky,Storage,828.84,6,0.0,0.0,2014-04-21
671,3,First Class,Consumer,Ohio,Binders,7.218,3,0.7,-5.5338,2015-11-05
671,3,First Class,Consumer,Ohio,Supplies,27.2,4,0.2,2.04,2015-11-05
304,4,Standard Class,Corporate,Nebraska,Accessories,89.97,3,0.0,18.8937,2014-11-03
774,7,Standard Class,Consumer,Kentucky,Furnishings,318.08,4,0.0,34.9888,2016-02-16
774,7,Standard Class,Consumer,Kentucky,Binders,5.8,1,0.0,2.61,2016-02-16
399,2,First Class,Corporate,Virginia,Storage,146.73,3,0.0,2.9346,2015-02-06
399,2,First Class,Corporate,Virginia,Paper,29.9,5,0.0,13.455,2015-02-06
981,2,Second Class,Consumer,California,Binders,276.784,2,0.2,89.9548,2016-09-10
997,4,Standard Class,Corporate,Texas,Appliances,93.032,2,0.8,-251.1864,2016-09-26
997,4,Standard Class,Corporate,Texas,Chairs,454.965,5,0.3,-136.4895,2016-09-26
711,5,Standard Class,Corporate,North Carolina,Phones,246.168,3,0.2,21.5397,2015-12-15
988,3,Second Class,Consumer,Ohio,Storage,295.4,5,0.2,-62.7725,2016-09-17
541,5,Second Class,Corporate,Ohio,Paper,15.552,3,0.2,5.4432,2015-06-28
541,5,Second Class,Corporate,Ohio,Bookcases,482.94,6,0.5,-376.6932,2015-06-28
514,4,Standard Class,Consumer,Michigan,Phones,299.98,2,0.0,83.9944,2015-06-01
514,4,Standard Class,Consumer,Michigan,Binders,403.68,6,0.0,181.656,2015-06-01
514,4,Standard Class,Consumer,Michigan,Phones,41.9,2,0.0,11.732,2015-06-01
514,4,Standard Class,Consumer,Michigan,Labels,28.91,7,0.0,13.2986,2015-06-01
99,5,Standard Class,Consumer,Indiana,Paper,32.4,5,0.0,15.552,2014-04-12
673,5,Standard Class,Consumer,Texas,Art,23.64,3,0.2,5.319,2015-11-07
673,5,Standard Class,Consumer,Texas,Storage,84.784,2,0.2,-16.9568,2015-11-07
673,5,Standard Class,Consumer,Texas,Furnishings,64.96,5,0.6,-84.448,2015-11-07
673,5,Standard Class,Consumer,Texas,Binders,32.06,10,0.8,-51.296,2015-11-07
673,5,Standard Class,Consumer,Texas,Storage,177.648,2,0.2,-28.8678,2015-11-07
673,5,Standard Class,Consumer,Texas,Machines,287.91,3,0.4,33.5895,2015-11-07
507,3,First Class,Corporate,Texas,Supplies,22.368,2,0.2,1.6776,2015-05-25
507,3,First Class,Corporate,Texas,Paper,32.368,7,0.2,11.7334,2015-05-25
507,3,First Class,Corporate,Texas,Accessories,207.984,2,0.2,36.3972,2015-05-25
283,2,First Class,Home Office,Virginia,Envelopes,36.4,5,0.0,17.472,2014-10-13
283,2,First Class,Home Office,Virginia,Accessories,22.96,2,0.0,4.3624,2014-10-13
283,2,First Class,Home Office,Virginia,Storage,315.2,4,0.0,6.304,2014-10-13
283,2,First Class,Home Office,Virginia,Binders,15.18,3,0.0,7.1346,2014-10-13
765,3,Second Class,Corporate,California,Phones,623.96,5,0.2,38.9975,2016-02-07
885,6,Standard Class,Home Office,California,Labels,22.05,7,0.0,10.584,2016-06-06
885,6,Standard Class,Home Office,California,Paper,99.9,5,0.0,46.953,2016-06-06
1058,2,Second Class,Consumer,Pennsylvania,Binders,78.759,9,0.7,-57.7566,2016-11-26
958,2,Second Class,Home Office,Texas,Furnishings,9.552,3,0.6,-3.8208,2016-08-18
958,2,Second Class,Home Office,Texas,Furnishings,5.344,4,0.6,-2.1376,2016-08-18
694,5,Standard Class,Home Office,New Mexico,Art,8.28,2,0.0,3.4776,2015-11-28
811,2,Second Class,Consumer,Ohio,Bookcases,301.47,3,0.5,-241.176,2016-03-24
811,2,Second Class,Consumer,Ohio,Art,18.656,2,0.2,1.6324,2016-03-24
605,4,Standard Class,Home Office,California,Phones,555.96,5,0.2,41.697,2015-08-31
830,5,Standard Class,Corporate,North Carolina,Storage,129.552,3,0.2,-22.6716,2016-04-12
830,5,Standard Class,Corporate,North Carolina,Storage,51.984,1,0.2,-5.1984,2016-04-12
830,5,Standard Class,Corporate,North Carolina,Paper,10.272,3,0.2,3.4668,2016-04-12
30,7,Standard Class,Consumer,Florida,Binders,18.336,2,0.7,-12.224,2014-02-02
30,7,Standard Class,Consumer,Florida,Phones,180.96,5,0.2,13.572,2014-02-02
242,6,Standard Class,Consumer,Illinois,Accessories,475.944,7,0.2,95.1888,2014-09-02
976,2,First Class,Corporate,New York,Phones,43.6,4,0.0,12.208,2016-09-05
625,4,Standard Class,Consumer,Illinois,Binders,2.808,3,0.8,-4.4928,2015-09-20
750,4,Standard Class,Corporate,Vermont,Accessories,99.98,2,0.0,42.9914,2016-01-23
750,4,Standard Class,Corporate,Vermont,Art,8.04,6,0.0,2.7336,2016-01-23
750,4,Standard Class,Corporate,Vermont,Storage,1564.29,13,0.0,406.7154,2016-01-23
149,5,Standard Class,Corporate,Michigan,Binders,138.56,4,0.0,66.5088,2014-06-01
149,5,Standard Class,Corporate,Michigan,Appliances,65.52,5,0.1,12.376,2014-06-01
629,5,Second Class,Consumer,Arizona,Art,14.576,2,0.2,2.3686,2015-09-24
629,5,Second Class,Consumer,Arizona,Accessories,23.2,2,0.2,1.45,2015-09-24
629,5,Second Class,Consumer,Arizona,Art,16.464,7,0.2,1.8522,2015-09-24
941,2,Second Class,Consumer,Pennsylvania,Furnishings,19.312,2,0.2,3.1382,2016-08-01
20,5,Standard Class,Consumer,Nevada,Paper,40.08,6,0.0,19.2384,2014-01-23
213,4,Standard Class,Corporate,Maine,Appliances,101.96,2,0.0,27.5292,2014-08-04
213,4,Standard Class,Corporate,Maine,Paper,259.74,13,0.0,124.6752,2014-08-04
213,4,Standard Class,Corporate,Maine,Accessories,255.42,9,0.0,104.7222,2014-08-04
949,5,Standard Class,Home Office,Tennessee,Binders,4.338,3,0.7,-3.0366,2016-08-09
949,5,Standard Class,Home Office,Tennessee,Binders,11.88,5,0.7,-7.92,2016-08-09
1070,4,Standard Class,Consumer,Wisconsin,Bookcases,405.86,7,0.0,32.4688,2016-12-08
1070,4,Standard Class,Consumer,Wisconsin,Chairs,680.01,3,0.0,176.8026,2016-12-08
521,4,Standard Class,Consumer,Illinois,Accessories,2.376,3,0.2,0.7425,2015-06-08
521,4,Standard Class,Consumer,Illinois,Appliances,143.128,2,0.8,-393.602,2015-06-08
903,2,Second Class,Consumer,California,Machines,4476.8,4,0.2,503.64,2016-06-24
903,2,Second Class,Consumer,California,Paper,104.85,1,0.0,50.328,2016-06-24
903,2,Second Class,Consumer,California,Appliances,241.44,3,0.0,72.432,2016-06-24
802,4,Standard Class,Home Office,Mississippi,Paper,319.76,14,0.0,147.0896,2016-03-15
802,4,Standard Class,Home Office,Mississippi,Paper,45.68,2,0.0,21.0128,2016-03-15
1063,0,Same Day,Home Office,California,Furnishings,31.96,2,0.0,1.598,2016-12-01
1063,0,Same Day,Home Office,California,Paper,47.9,1,0.0,22.992,2016-12-01
1063,0,Same Day,Home Office,California,Storage,1112.94,3,0.0,222.588,2016-12-01
1063,0,Same Day,Home Office,California,Envelopes,22.92,3,0.0,11.2308,2016-12-01
806,5,Standard Class,Corporate,Tennessee,Binders,31.086,3,0.7,-20.724,2016-03-19
1046,4,Standard Class,Consumer,New York,Phones,13.98,2,0.0,3.9144,2016-11-14
1046,4,Standard Class,Consumer,New York,Art,23.65,1,0.0,6.149,2016-11-14
595,4,Standard Class,Home Office,Pennsylvania,Supplies,3.488,2,0.2,-0.6976,2015-08-21
595,4,Standard Class,Home Office,Pennsylvania,Accessories,21.728,4,0.2,3.8024,2015-08-21
595,4,Standard Class,Home Office,Pennsylvania,Storage,663.072,6,0.2,-165.768,2015-08-21
595,4,Standard Class,Home Office,Pennsylvania,Binders,99.588,2,0.7,-82.99,2015-08-21
595,4,Standard Class,Home Office,Pennsylvania,Paper,49.568,2,0.2,15.49,2015-08-21
668,5,Standard Class,Corporate,Texas,Binders,29.372,7,0.8,-46.9952,2015-11-02
668,5,Standard Class,Corporate,Texas,Phones,344.704,2,0.2,38.7792,2015-11-02
331,6,Standard Class,Consumer,Arizona,Supplies,47.992,7,0.2,3.5994,2014-11-30
331,6,Standard Class,Consumer,Arizona,Accessories,102.24,4,0.2,-16.614,2014-11-30
127,5,Standard Class,Consumer,California,Paper,39.96,2,0.0,19.1808,2014-05-10
127,5,Standard Class,Consumer,California,Phones,1432.0,5,0.2,125.3,2014-05-10
127,5,Standard Class,Consumer,California,Supplies,41.04,6,0.0,11.0808,2014-05-10
127,5,Standard Class,Consumer,California,Chairs,256.784,1,0.2,32.098,2014-05-10
1018,3,First Class,Consumer,New Jersey,Bookcases,120.98,1,0.0,12.098,2016-10-17
1018,3,First Class,Consumer,New Jersey,Binders,315.98,1,0.0,148.5106,2016-10-17
1031,4,Standard Class,Corporate,New York,Binders,28.752,3,0.2,10.0632,2016-10-30
1031,4,Standard Class,Corporate,New York,Art,114.95,5,0.0,32.186,2016-10-30
1063,4,Standard Class,Corporate,California,Art,23.04,8,0.0,6.912,2016-12-01
839,0,Same Day,Consumer,Connecticut,Art,15.48,3,0.0,4.4892,2016-04-21
839,0,Same Day,Consumer,Connecticut,Paper,51.84,8,0.0,24.8832,2016-04-21
435,5,Standard Class,Consumer,California,Paper,19.44,3,0.0,9.3312,2015-03-14
339,7,Standard Class,Corporate,California,Furnishings,39.88,2,0.0,11.1664,2014-12-08
339,7,Standard Class,Corporate,California,Furnishings,79.44,3,0.0,28.5984,2014-12-08
1053,5,Standard Class,Corporate,California,Paper,32.4,5,0.0,15.552,2016-11-21
590,4,Standard Class,Consumer,Pennsylvania,Storage,44.688,7,0.2,3.3516,2015-08-16
590,4,Standard Class,Consumer,Pennsylvania,Bookcases,301.47,3,0.5,-204.9996,2015-08-16
304,0,Same Day,Home Office,California,Art,6.72,4,0.0,3.36,2014-11-03
358,4,Standard Class,Consumer,Arizona,Binders,946.764,6,0.7,-694.2936,2014-12-27
973,4,Standard Class,Consumer,California,Furnishings,94.68,9,0.0,31.2444,2016-09-02
973,4,Standard Class,Consumer,California,Storage,23.67,3,0.0,0.9468,2016-09-02
973,4,Standard Class,Consumer,California,Phones,1091.168,4,0.2,68.198,2016-09-02
973,4,Standard Class,Consumer,California,Art,18.69,7,0.0,5.2332,2016-09-02
973,4,Standard Class,Consumer,California,Tables,568.728,3,0.2,28.4364,2016-09-02
973,4,Standard Class,Consumer,California,Binders,7.312,1,0.2,2.5592,2016-09-02
187,5,Standard Class,Home Office,California,Binders,14.304,6,0.2,4.6488,2014-07-09
187,5,Standard Class,Home Office,California,Bookcases,119.833,1,0.15,7.049,2014-07-09
187,5,Standard Class,Home Office,California,Art,5.56,2,0.0,2.224,2014-07-09
187,5,Standard Class,Home Office,California,Paper,32.4,5,0.0,15.552,2014-07-09
1042,4,Standard Class,Consumer,New York,Binders,3.64,1,0.2,1.365,2016-11-10
1042,4,Standard Class,Consumer,New York,Phones,881.93,7,0.0,220.4825,2016-11-10
1064,4,Standard Class,Corporate,Iowa,Binders,115.84,8,0.0,54.4448,2016-12-02
39,4,Second Class,Consumer,Missouri,Chairs,60.89,1,0.0,15.2225,2014-02-11
39,4,Second Class,Consumer,Missouri,Labels,14.94,3,0.0,6.8724,2014-02-11
39,4,Second Class,Consumer,Missouri,Binders,9.64,2,0.0,4.4344,2014-02-11
39,4,Second Class,Consumer,Missouri,Furnishings,332.94,3,0.0,53.2704,2014-02-11
39,4,Second Class,Consumer,Missouri,Binders,51.9,3,0.0,24.393,2014-02-11
39,4,Second Class,Consumer,Missouri,Storage,64.96,2,0.0,2.5984,2014-02-11
644,4,Standard Class,Consumer,Michigan,Chairs,389.97,3,0.0,35.0973,2015-10-09
644,4,Standard Class,Consumer,Michigan,Appliances,269.91,5,0.1,53.982,2015-10-09
36,1,First Class,Home Office,Nevada,Furnishings,14.56,2,0.0,5.5328,2014-02-08
630,0,Same Day,Consumer,New York,Chairs,102.582,1,0.1,6.8388,2015-09-25
630,0,Same Day,Consumer,New York,Paper,20.04,3,0.0,9.6192,2015-09-25
860,5,Standard Class,Corporate,New York,Furnishings,10.02,3,0.0,4.4088,2016-05-12
860,5,Standard Class,Corporate,New York,Phones,631.96,4,0.0,303.3408,2016-05-12
280,0,Same Day,Corporate,New Mexico,Art,255.85,7,0.0,112.574,2014-10-10
874,3,Second Class,Corporate,Florida,Storage,184.704,6,0.2,13.8528,2016-05-26
874,3,Second Class,Corporate,Florida,Accessories,47.92,2,0.2,11.98,2016-05-26
991,4,Standard Class,Home Office,Washington,Bookcases,163.88,2,0.0,40.97,2016-09-20
1092,5,Standard Class,Consumer,Florida,Paper,72.224,4,0.2,25.2784,2016-12-30
319,5,Standard Class,Corporate,Wisconsin,Chairs,392.94,3,0.0,43.2234,2014-11-18
687,3,First Class,Consumer,North Carolina,Furnishings,18.176,1,0.2,4.7712,2015-11-21
110,3,Second Class,Home Office,California,Paper,48.91,1,0.0,22.9877,2014-04-23
263,2,First Class,Consumer,Delaware,Art,9.84,3,0.0,2.8536,2014-09-23
263,2,First Class,Consumer,Delaware,Binders,34.5,3,0.0,15.525,2014-09-23
470,4,Second Class,Corporate,Texas,Accessories,41.424,2,0.2,8.2848,2015-04-18
470,4,Second Class,Corporate,Texas,Phones,244.768,4,0.2,24.4768,2015-04-18
470,4,Second Class,Corporate,Texas,Art,74.352,3,0.2,6.5058,2015-04-18
470,4,Second Class,Corporate,Texas,Binders,4.312,2,0.8,-6.8992,2015-04-18
470,4,Second Class,Corporate,Texas,Chairs,56.686,1,0.3,-20.245,2015-04-18
470,4,Second Class,Corporate,Texas,Phones,97.968,2,0.2,6.123,2015-04-18
470,4,Second Class,Corporate,Texas,Art,7.872,3,0.2,0.8856,2015-04-18
470,4,Second Class,Corporate,Texas,Paper,15.552,3,0.2,5.4432,2015-04-18
470,4,Second Class,Corporate,Texas,Binders,1.476,1,0.8,-2.2878,2015-04-18
624,5,Standard Class,Home Office,New Mexico,Art,8.4,5,0.0,2.184,2015-09-19
81,5,Standard Class,Consumer,California,Art,6.56,2,0.0,1.9024,2014-03-25
81,5,Standard Class,Consumer,California,Art,14.88,2,0.0,3.72,2014-03-25
81,5,Standard Class,Consumer,California,Accessories,45.48,4,0.0,15.918,2014-03-25
81,5,Standard Class,Consumer,California,Art,25.44,6,0.0,9.9216,2014-03-25
966,5,Standard Class,Corporate,New York,Binders,146.688,8,0.2,45.84,2016-08-26
677,0,Same Day,Corporate,Michigan,Storage,418.32,7,0.0,117.1296,2015-11-11
677,0,Same Day,Corporate,Michigan,Appliances,123.858,2,0.1,46.7908,2015-11-11
